Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Italy,ITA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.097,9.321,10.212,11.086,11.661,11.864,11.985,12.117,11.681,10.834,9.599,9.211,8.869,7.866,7.73,6.777,6.076,6.723,7.749,8.363,8.359,10.655,12.149,12.683,11.896,11.688,11.211,10.61,9.951,9.164,9.497,8.069,7.627,6.778
Jamaica,JAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.235,6.389,6.236,6.338,6.327,6.62,6.703,6.86,6.825,6.762,6.646,6.619,6.535,6.539,6.577,6.605,6.606,6.666,7.314,7.63,8.034,8.695,9.698,9.046,8.825,8.634,7.399,5.47,4.987,6.501,5.188,4.083,4.4,4.885
Jordan,JOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.406,19.945,19.7,16.899,14.6,13.7,13.739,13.838,13.761,13.7,14.7,15.3,14.5,14.628,14.8,14.0,13.1,12.7,12.9,12.5,12.9,12.2,12.6,11.9,13.075,15.275,18.12,18.257,16.801,19.213,19.837,18.2,17.969,17.996
Japan,JPN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.059,2.158,2.539,2.89,3.15,3.383,3.374,4.078,4.677,4.748,5.02,5.386,5.251,4.734,4.446,4.192,3.888,4.002,5.068,5.102,4.55,4.358,4.038,3.589,3.385,3.132,2.822,2.467,2.351,2.809,2.828,2.6,2.6,2.563
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,1.0,1.11,7.54,10.98,12.96,13.01,13.13,13.46,12.75,10.43,9.33,8.78,8.4,8.13,7.79,7.26,6.63,6.55,5.77,5.39,5.29,5.2,5.06,4.93,4.96,4.9,4.85,4.8,4.89,5.546,4.86,4.821,4.794
Kenya,KEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.792,2.903,2.985,2.962,2.856,2.783,2.827,2.85,2.89,2.889,2.881,2.919,2.873,2.848,2.745,2.68,2.65,2.756,2.818,2.796,2.704,2.682,2.764,2.768,2.762,2.757,3.541,4.284,5.014,5.619,5.693,5.707,5.567,5.434
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.1,1.248,1.384,1.474,1.525,1.551,1.632,1.743,1.858,1.95,2.065,2.162,2.259,2.362,2.48,2.577,2.642,2.744,2.887,2.999,3.114,3.153,3.262,3.338,3.474,3.57,3.67,4.295,4.63,4.096,4.043,3.991,3.289
Cambodia,KHM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.781,0.76,0.745,0.995,0.974,0.963,0.638,0.71,0.726,0.744,0.774,0.852,0.909,1.003,1.064,1.152,1.257,0.825,0.579,0.771,0.577,0.496,0.438,0.692,0.393,0.716,0.141,0.13,0.119,0.172,0.396,0.231,0.225,0.27
Kiribati,KIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.407,2.513,2.878,2.476,2.063,2.048,2.608,6.963,6.342,4.063,3.699,3.046,3.348,3.42,3.482,3.254,3.013,2.959,3.363,3.324,2.992,2.812,2.747,3.082,3.546,3.65,3.653,3.824,3.746,3.931,3.639,2.857,2.675,2.604
Kuwait,KWT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.881,0.875,0.8,0.7,0.694,0.7,0.7,0.7,0.7,0.8,0.8,1.1,1.3,1.7,1.456,1.3,1.5,1.75,1.64,1.82,2.053,2.231,2.471,2.9,2.2,2.16,2.227,2.204,2.251,3.557,3.002,2.174,2.127,2.144
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.044786375868929,6.1557355089261065,5.952190353544732,6.504159435865948,7.82957348146463,8.075785316212016,7.961256079774779,8.37468617155637,9.13653348863043,9.21166599301642,8.791775738113643,9.001822061155186,8.829998810741467,8.37197823234649,8.053621867923505,7.499623977838381,7.179956587207988,6.779255249393169,7.762155017454439,7.139002552028722,6.623434036289478,6.345154717583653,6.273139133532931,6.075336186897574,6.676731992478956,7.890432825413558,8.21728420302436,8.062001873597438,8.090688680970402,10.21771635507834,9.180661028976726,6.8633065008990535,6.101589843355105,6.141125531870491
Lao PDR,LAO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.498,2.717,2.739,2.636,2.6,2.449,2.352,2.294,2.154,2.046,1.88,1.775,1.639,1.498,1.35,1.198,1.067,0.943,0.834,0.708,1.055,1.399,1.757,2.119,2.494,2.881,3.268,2.9,2.537,2.361,2.066,1.209,1.188,1.218
Lebanon,LBN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.609,8.259,8.262,8.35,8.442,8.435,8.62,8.564,8.745,8.603,8.464,8.229,8.05,7.85,8.247,8.671,8.98,7.666,6.355,6.775,7.349,7.937,8.458,8.833,9.306,9.786,10.251,10.745,11.301,13.284,12.669,11.6,11.543,
Liberia,LBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.641,2.623,2.493,2.402,2.391,2.354,2.256,2.197,2.19,2.231,2.294,2.318,2.586,2.589,2.577,2.283,2.235,2.222,2.242,2.266,2.211,2.146,2.08,2.079,2.557,3.081,3.066,3.056,3.068,4.109,3.845,2.977,2.933,2.882
Libya,LBY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.538,18.796,19.005,19.349,19.443,19.296,19.437,19.282,19.334,19.201,19.228,19.247,19.045,18.911,18.639,18.779,18.745,19.006,19.247,19.276,19.478,19.03,19.327,19.308,19.676,19.522,19.02,18.836,19.05,19.613,19.641,19.282,18.753,18.615
St. Lucia,LCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.498,16.529,16.8,17.0,15.83,16.33,20.47,21.6,18.09,16.49,18.546,20.39,22.18,20.97,18.7,16.0,14.0,12.72,15.37,17.12,18.86,19.06,22.21,21.597,20.858,19.933,19.136,19.329,15.613,25.224,20.514,15.934,11.092,10.928
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.328638996729396,6.319595327150423,6.086578755133742,6.69412257969285,7.921501685063351,8.306317914614148,8.154379202785858,8.50074834125122,9.44382542816057,9.461823301644998,9.067122634368879,9.406548642457743,9.267107918822195,8.751233220394669,8.237947090181454,7.614742074800548,7.225953076246747,6.8386667569108734,7.813883072062221,7.210887659799691,6.708562679669667,6.414753700486162,6.369843828980048,6.175546202016442,6.668734307281204,7.729851554966381,8.02899418957499,7.932470904401236,8.000433574947005,10.21428158712633,9.157520461265182,6.915300440108313,6.207431309295999,6.2385197117315805
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.551849547999416,4.605687421478138,4.623503082950042,4.5967765324380165,4.503400256335643,4.476803913141826,4.472144012596559,4.550757793064085,4.645409064618776,4.696210083487115,4.730012816016246,4.821741536657231,4.897184210873887,4.85500517442508,4.7933419733344955,4.677801422769925,4.738515081453205,4.795883027226571,4.886488691216843,4.761944355678739,4.861938966891373,4.844680391872041,4.794786042228368,4.7512935660422615,4.839384550973517,4.906837692388459,4.969473103029489,4.8870235507301025,4.8861465537902316,5.639128798620339,5.753024165848413,5.088444568459394,4.946423147119974,4.891534033123939
Low income,LIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.089822796940446,5.147812035547196,5.174807771715771,5.178513330223141,5.081376091546371,5.104591263844583,5.117646485435526,5.200140003446649,5.2890684045450564,5.4249628492801385,5.493258925170351,5.475551157695839,5.4168390306185366,5.2855095357447635,5.152924468114992,5.192875332201453,5.24208798170243,5.403777353178114,5.25847044478161,5.460861185151553,5.520634779125194,5.640683245582499,5.4344610743664035,5.3860635213158154,5.5127701313388355,5.607696442637746,5.691854094549734,5.541300636516653,5.525978678530714,6.114632525362468,6.1486767927545545,5.4857681183040095,5.297353887705166,5.090457373383596
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.661,14.22,13.82,13.03,12.27,11.35,10.6,9.17,8.88,7.74,7.9,8.76,8.22,8.38,7.67,6.5,5.97,5.22,5.85,4.784,4.118,3.88,4.186,4.157,4.519,4.242,4.046,4.318,4.67,5.364,4.981,4.528,5.997,4.996
Lower middle income,LMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.07949832129435,6.094878743207693,6.216684745189907,6.1766854648521425,6.151227979287742,6.063838399703852,6.114693845839084,6.115172956413494,6.14772124291327,6.163045251352417,6.190716531227494,6.21212246617542,6.1992459837345395,6.109913558512276,6.067954029242194,5.949313070528108,5.852090039856899,5.8984203952118825,5.95908080447012,5.821773397140046,5.9066262707356625,6.097572455450527,6.0870403765087,6.012589944811212,6.159380254989259,6.046551853256617,6.1336080432653155,6.12454592460654,5.6313497548755835,6.674717298476009,6.023665847977217,4.8553037080394805,4.413936003021617,4.403713940354798
Low & middle income,LMY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.666120763989951,4.7296058990377,4.92235424839868,5.163601002827572,5.396555662658311,5.472396347668139,5.5180150098716,5.697546803380626,5.868779216294844,5.857454377337867,6.018431885873247,6.210425916019515,6.264314560519826,6.1353485886257255,6.106644400008563,5.927413071168653,5.844777196012671,5.857531825533624,6.047003128991646,5.837644364850522,5.777017361582488,5.8092316791140135,5.766713453552825,5.742157551434717,5.926345946136462,6.0082573475725365,6.054724029257482,6.000988752515057,5.860904624535266,6.690896715080794,6.226029711626614,5.484555473183928,5.087677413729798,5.041296159558992
Lesotho,LSO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.59,15.543,15.658,15.706,15.875,15.788,15.896,15.983,16.226,16.227,16.141,16.137,16.113,16.206,16.086,16.107,15.997,15.907,16.16,16.113,16.157,15.813,15.97,16.104,16.254,16.17,16.401,16.625,16.876,18.399,18.23,16.688,16.457,16.147
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6471318015260756,3.6627311805967127,3.877869653656087,4.287990956998913,4.463572977420016,4.662590732427378,4.936072769580851,5.203344695261852,5.457346908904354,5.285264334088837,5.468612676005641,5.653735603003085,5.890218187493896,5.69586904075348,5.620155748346966,5.368818662098015,5.104766322749402,5.136655021905256,5.566326745798423,5.239506606564734,5.106839084625296,5.0183906284546484,4.999163216889396,4.927832033317793,5.1003323715810005,5.26949442012197,5.260335774292181,5.03976185510265,5.185184720540277,5.918844427461473,5.495153626959386,5.182734979257896,4.805538351548979,4.649919058321351
Lithuania,LTU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,1.2,13.8,13.8,17.54,16.4,14.13,13.711,13.388,15.931,16.84,13.008,12.874,10.684,8.325,5.78,4.25,5.826,13.785,17.814,15.39,13.365,11.77,10.698,9.12,7.862,7.073,6.147,6.255,8.487,7.112,5.955,6.841,7.504
Luxembourg,LUX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.482,2.029,2.33,3.479,2.918,3.286,2.527,2.763,2.39,2.345,1.805,2.621,3.675,5.113,4.488,4.731,4.065,5.06,5.194,4.423,5.122,5.03,6.045,6.044,6.796,6.669,5.523,5.589,5.592,6.766,5.571,4.588,5.184,5.935
Latvia,LVA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,6.6,16.7,18.7,19.0,20.7,17.569,14.454,13.79,14.211,13.821,13.829,12.061,11.708,10.033,7.03,6.052,7.739,17.515,19.482,16.206,15.047,11.867,10.846,9.873,9.643,8.715,7.412,6.312,8.098,7.513,6.815,6.465,6.72
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,2.196,2.057,2.48,3.581,4.249,3.261,4.607,6.348,6.874,6.393,6.267,5.995,4.904,4.158,3.822,3.269,2.999,3.58,2.84,2.56,1.97,1.82,1.67,1.81,1.939,1.987,1.834,1.749,2.566,2.229,2.482,2.235,2.437
St. Martin (French part),MAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.538,13.8,14.029,13.869,14.052,13.398,14.023,13.393,13.94,13.58,12.46,11.59,11.92,10.83,11.01,9.67,9.56,9.57,8.96,9.09,8.91,8.99,9.23,9.7,9.46,9.3,9.223,9.271,9.194,11.223,10.576,9.494,9.044,8.943
Monaco,MCO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,3.7,3.7,5.8,5.3,7.9,7.9,10.0,11.14,8.539,7.366,6.845,6.378,6.374,5.633,4.2,2.723,2.073,2.987,2.937,2.648,2.151,1.873,1.425,1.742,1.557,1.586,1.196,1.466,1.186,0.785,0.897,1.555,1.434
Madagascar,MDG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.168,6.268,6.307,6.103,6.088,6.087,5.969,5.9,5.823,5.8,5.35,5.502,5.01,3.946,2.62,2.946,3.205,3.438,3.887,4.28,2.512,0.599,0.996,1.386,1.785,1.947,2.119,2.297,2.469,3.284,3.487,3.186,3.069,3.012
Maldives,MDV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.799,0.805,0.792,0.791,0.79,1.013,1.24,1.47,1.71,1.97,3.083,4.148,5.134,6.1,7.328,8.392,9.447,10.242,11.697,10.881,10.06,9.14,8.3,7.477,6.604,5.771,5.401,4.95,4.562,5.434,5.024,4.419,4.241,4.636
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.97012202212345,8.078121314639388,8.536680966339649,8.530051530974243,8.756638176592011,7.979319407108412,7.789865468165943,7.875101856678328,8.113273851497857,8.423650492724171,8.433479692504417,8.496404441041738,8.308761342476524,7.553921792932354,7.658250659844462,7.2213123230153835,6.819445745225023,6.583499165537511,6.712056463585041,6.85497900968114,7.232912871478584,8.347169984002226,7.929498304327985,7.6447924712629005,8.363914021244474,8.07484104448856,8.522849063424486,8.540163589798516,8.33464243815053,9.214422511702265,9.02712223286196,8.418645780483537,8.078864426067828,8.012862305896839
Mexico,MEX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.145,3.235,3.365,4.436,7.095,5.465,4.235,3.733,2.598,2.646,2.627,3.003,3.455,3.937,3.558,3.566,3.628,3.874,5.356,5.303,5.175,4.892,4.921,4.819,4.311,3.853,3.419,3.275,3.477,4.44,4.019,3.256,2.765,2.711
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6419140255460265,4.705551394265052,4.907698327535907,5.162730294129586,5.415116373665213,5.494198857535794,5.541814191677291,5.727272683528092,5.903694132602586,5.883690758932317,6.050492173342903,6.255724007564972,6.317021759836685,6.188638580208011,6.166993033358476,5.974435845835875,5.8837851971405115,5.8872966224633005,6.0993867110626825,5.863049214906399,5.794657782917854,5.820953438488644,5.790073720918566,5.767217424112629,5.95550903413884,6.036806874505676,6.080903059759545,6.034827151331057,5.886047407967245,6.735318730000017,6.232037254232601,5.484459016121799,5.071622525074708,5.03755968585788
North Macedonia,MKD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5,26.3,27.7,30.0,35.6,38.8,36.0,34.5,32.4,32.2,30.52,31.94,36.69,37.161,37.32,36.392,35.231,33.93,32.351,33.135,31.502,31.096,29.017,28.215,26.395,24.312,22.857,21.208,17.414,16.575,15.801,14.476,13.174,13.417
Mali,MLI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.405,1.483,1.423,1.509,1.464,1.424,1.414,1.35,1.364,1.414,1.338,1.364,1.281,1.412,1.379,1.425,1.405,1.424,1.423,1.405,1.422,1.482,1.516,1.474,1.401,1.367,1.494,1.62,3.29,3.528,3.966,2.387,2.956,3.06
Malta,MLT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.353,6.349,6.346,6.343,6.34,6.337,6.333,6.33,6.327,6.324,7.107,6.902,7.488,7.317,6.923,6.798,6.472,5.977,6.889,6.847,6.378,6.197,6.106,5.725,5.389,4.687,4.002,3.658,3.616,4.347,3.394,2.921,3.11,2.703
Myanmar,MMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.832,0.8,0.784,0.745,0.759,0.758,0.769,0.776,0.754,0.717,0.694,0.69,0.691,0.682,0.676,0.68,0.687,0.703,0.715,0.727,0.75,0.767,0.775,0.763,0.766,1.058,1.356,0.767,0.407,1.476,4.34,3.057,3.032,3.032
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.050667768423509,8.164248349733066,8.69620378299141,8.75863879540009,9.05014464754054,8.233917234135815,8.021978883554917,8.117824346794949,8.38487137568837,8.726887726660449,8.727733592801162,8.757691764339187,8.528991800871477,7.701246408061256,7.849472232606701,7.391030174302454,7.017194740580214,6.843163267112232,6.945565517830718,7.120930206377663,7.578242756113751,8.888703284636689,8.460786735201289,8.147484660878316,9.049376619242802,8.755096979352823,9.256559340108186,9.28717424735234,9.068633588618203,9.849293763900151,9.717982295065267,9.145784821775344,8.91907614245528,8.889644067295583
Montenegro,MNE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.228,30.283,30.348,30.334,30.294,30.235,30.298,30.269,30.676,30.609,30.741,30.423,30.458,30.37,30.31,24.79,19.4,17.15,19.09,19.649,19.759,19.808,19.585,18.054,17.555,17.732,16.082,15.19,15.128,17.878,16.543,14.851,14.621,14.1
Mongolia,MNG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.659,5.843,5.845,5.701,5.5,5.533,5.613,5.755,5.848,5.993,6.111,6.2,6.768,6.854,7.017,7.193,7.2,5.565,5.86,6.549,4.769,3.905,4.231,4.798,4.861,7.235,6.359,5.377,9.269,6.594,7.747,6.211,5.503,5.424
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.842,3.033,2.899,2.881,2.76,2.764,2.7,2.64,2.663,2.833,2.839,2.903,2.859,2.955,3.037,3.039,3.084,3.114,3.208,3.261,3.296,3.305,3.346,3.377,3.426,3.457,3.539,3.604,3.646,3.921,4.053,3.596,3.519,3.527
Mauritania,MRT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.984,10.058,9.874,9.991,9.797,9.794,9.815,9.984,10.036,10.033,10.125,10.185,9.921,9.791,9.626,9.37,9.524,9.735,10.186,10.075,9.968,9.864,9.929,10.028,10.108,10.283,10.336,10.407,10.416,11.054,11.144,10.531,10.446,10.373
Mauritius,MUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.507,9.451,9.512,9.524,9.59,9.505,9.39,9.269,9.28,9.138,9.14,8.205,8.311,8.337,9.524,9.04,8.475,7.17,7.257,7.654,7.447,7.472,7.322,7.467,7.41,6.814,6.752,6.426,6.331,8.626,7.719,6.322,5.571,5.476
Malawi,MWI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.923,5.073,5.002,5.349,4.914,4.955,4.723,4.935,5.009,5.048,5.209,5.233,5.157,4.971,4.944,4.96,4.888,4.814,4.754,4.798,4.842,4.952,4.978,4.967,4.954,5.007,5.039,5.014,4.966,5.728,5.662,5.037,5.033,5.045
Malaysia,MYS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.702,3.71,4.11,3.64,3.15,2.52,2.45,3.2,3.43,3.0,3.53,3.48,3.61,3.54,3.53,3.32,3.23,3.32,3.66,3.39,3.05,3.1,3.16,2.88,3.1,3.44,3.41,3.3,3.26,4.54,4.64,3.93,3.869,3.826
North America,NAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.160851049084651,7.873157285858481,7.349892912672641,6.545559543145007,6.030244925084769,5.8618383466052135,5.403015475734263,4.882262029259851,4.551718017151723,4.273168171661469,4.979619642011395,5.974864123660266,6.1532615153250365,5.701248195128768,5.257508596403536,4.81614395081572,4.782431657594546,5.836528463259552,9.169948521379157,9.477586451843743,8.80784798616693,7.995889533133218,7.349763489714971,6.260832452117751,5.460640821528803,5.103407019104136,4.579717386026293,4.107214299191477,3.8905668850669994,8.230599907151527,5.592109799820869,3.8330314863323856,3.840737513217637,4.378032690342563
Namibia,NAM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.14,18.932,19.104,19.4,21.312,22.835,24.45,23.081,21.669,20.3,20.98,21.5,22.052,22.09,22.107,21.876,22.119,22.017,22.254,22.12,19.476,16.771,19.028,18.521,20.808,23.352,21.733,19.877,19.921,21.004,20.922,19.695,19.365,19.148
New Caledonia,NCL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.009,18.616,18.803,18.948,18.63,18.64,18.381,18.623,18.293,17.984,17.441,17.074,16.716,16.31,15.769,15.236,14.757,14.367,13.97,13.95,13.935,14.051,14.347,14.59,13.637,12.714,11.676,11.702,10.88,13.558,11.54,10.71,10.939,11.15
Niger,NER,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.583,1.566,1.539,1.502,1.495,1.498,1.502,1.389,1.393,1.431,1.47,1.813,2.156,2.747,3.1,2.536,2.032,1.592,1.209,0.722,0.316,2.177,1.397,0.524,0.553,0.548,0.554,0.535,0.531,0.594,0.78,0.418,0.425,0.355
